t,x,y,method
+2.869845e+03,-4.805181e+186,+1.732878e+186,Euler
+2.870159e+03,-4.260781e+186,+3.242470e+186,Euler
+2.870473e+03,-3.242129e+186,+4.581034e+186,Euler
+2.870787e+03,-1.802955e+186,+5.599579e+186,Euler
+2.871102e+03,-4.379556e+184,+6.165994e+186,Euler
+2.871416e+03,+1.893308e+186,+6.179752e+186,Euler
+2.871730e+03,+3.834735e+186,+5.584952e+186,Euler
+2.872044e+03,+5.589299e+186,+4.380234e+186,Euler
+2.872358e+03,+6.965391e+186,+2.624304e+186,Euler
+2.872672e+03,+7.789840e+186,+4.360623e+185,Euler
+2.872986e+03,+7.926833e+186,-2.011188e+186,Euler
+2.873301e+03,+7.295000e+186,-4.501476e+186,Euler
+2.873615e+03,+5.880819e+186,-6.793268e+186,Euler
+2.873929e+03,+3.746651e+186,-8.640782e+186,Euler
+2.874243e+03,+1.032070e+186,-9.817827e+186,Euler
+2.874557e+03,-2.052292e+186,-1.014206e+187,Euler
+2.874871e+03,-5.238514e+186,-9.497315e+186,Euler
+2.875186e+03,-8.222184e+186,-7.851587e+186,Euler
+2.875500e+03,-1.068883e+187,-5.268512e+186,Euler
+2.875814e+03,-1.234398e+187,-1.910516e+186,Euler
+2.876128e+03,-1.294419e+187,+1.967461e+186,Euler
+2.876442e+03,-1.232609e+187,+6.033998e+186,Euler
+2.876756e+03,-1.043046e+187,+9.906355e+186,Euler
+2.877071e+03,-7.318285e+186,+1.318318e+187,Euler
+2.877385e+03,-3.176666e+186,+1.548229e+187,Euler
+2.877699e+03,+1.687238e+186,+1.648027e+187,Euler
+2.878013e+03,+6.864666e+186,+1.595020e+187,Euler
+2.878327e+03,+1.187557e+187,+1.379361e+187,Euler
+2.878641e+03,+1.620896e+187,+1.006279e+187,Euler
+2.878956e+03,+1.937028e+187,+4.970591e+186,Euler
+2.879270e+03,+2.093183e+187,-1.114761e+186,Euler
+2.879584e+03,+2.058162e+187,-7.690691e+186,Euler
+2.879898e+03,+1.816552e+187,-1.415660e+187,Euler
+2.880212e+03,+1.371809e+187,-1.986346e+187,Euler
+2.880526e+03,+7.477803e+186,-2.417313e+187,Euler
+2.880840e+03,-1.164105e+185,-2.652235e+187,Euler
+2.881155e+03,-8.448653e+186,-2.648578e+187,Euler
+2.881469e+03,-1.676941e+187,-2.383156e+187,Euler
+2.881783e+03,-2.425631e+187,-1.856329e+187,Euler
+2.882097e+03,-3.008814e+187,-1.094295e+187,Euler
+2.882411e+03,-3.352597e+187,-1.490480e+186,Euler
+2.882725e+03,-3.399422e+187,+9.042014e+186,Euler
+2.883040e+03,-3.115359e+187,+1.972161e+187,Euler
+2.883354e+03,-2.495786e+187,+2.950880e+187,Euler
+2.883668e+03,-1.568740e+187,+3.734954e+187,Euler
+2.883982e+03,-3.953690e+186,+4.227788e+187,Euler
+2.884296e+03,+9.328298e+186,+4.351997e+187,Euler
+2.884610e+03,+2.300050e+187,+4.058940e+187,Euler
+2.884925e+03,+3.575204e+187,+3.336358e+187,Euler
+2.885239e+03,+4.623352e+187,+2.213175e+187,Euler
+2.885553e+03,+5.318641e+187,+7.607059e+186,Euler
+2.885867e+03,+5.557624e+187,-9.101944e+186,Euler
+2.886181e+03,+5.271678e+187,-2.656173e+187,Euler
+2.886495e+03,+4.437216e+187,-4.312320e+187,Euler
+2.886809e+03,+3.082461e+187,-5.706312e+187,Euler
+2.887124e+03,+1.289770e+187,-6.674696e+187,Euler
+2.887438e+03,-8.071475e+186,-7.079889e+187,Euler
+2.887752e+03,-3.031360e+187,-6.826316e+187,Euler
+2.888066e+03,-5.175911e+187,-5.873986e+187,Euler
+2.888380e+03,-7.021278e+187,-4.247926e+187,Euler
+2.888694e+03,-8.355803e+187,-2.042127e+187,Euler
+2.889009e+03,-8.997356e+187,+5.829265e+186,Euler
+2.889323e+03,-8.814225e+187,+3.409529e+187,Euler
+2.889637e+03,-7.743089e+187,+6.178600e+187,Euler
+2.889951e+03,-5.802025e+187,+8.611163e+187,Euler
+2.890265e+03,-3.096748e+187,+1.043392e+188,Euler
+2.890579e+03,+1.811651e+186,+1.140680e+188,Euler
+2.890894e+03,+3.764715e+187,+1.134988e+188,Euler
+2.891208e+03,+7.330386e+187,+1.016716e+188,Euler
+2.891522e+03,+1.052449e+188,+7.864252e+187,Euler
+2.891836e+03,+1.299512e+188,+4.557885e+187,Euler
+2.892150e+03,+1.442702e+188,+4.753470e+186,Euler
+2.892464e+03,+1.457636e+188,-4.057036e+187,Euler
+2.892779e+03,+1.330180e+188,-8.636333e+187,Euler
+2.893093e+03,+1.058862e+188,-1.281522e+188,Euler
+2.893407e+03,+6.562598e+187,-1.614173e+188,Euler
+2.893721e+03,+1.491524e+187,-1.820343e+188,Euler
+2.894035e+03,-4.227252e+187,-1.867201e+188,Euler
+2.894349e+03,-1.009324e+188,-1.734398e+188,Euler
+2.894663e+03,-1.554201e+188,-1.417309e+188,Euler
+2.894978e+03,-1.999462e+188,-9.290427e+187,Euler
+2.895292e+03,-2.291329e+188,-3.008933e+187,Euler
+2.895606e+03,-2.385857e+188,+4.189489e+187,Euler
+2.895920e+03,-2.254241e+188,+1.168488e+188,Euler
+2.896234e+03,-1.887149e+188,+1.876679e+188,Euler
+2.896548e+03,-1.297573e+188,+2.469544e+188,Euler
+2.896863e+03,-5.217432e+187,+2.877189e+188,Euler
+2.897177e+03,+3.821523e+187,+3.041099e+188,Euler
+2.897491e+03,+1.337542e+188,+2.921043e+188,Euler
+2.897805e+03,+2.255214e+188,+2.500841e+188,Euler
+2.898119e+03,+3.040877e+188,+1.792345e+188,Euler
+2.898433e+03,+3.603959e+188,+8.370252e+187,Euler
+2.898748e+03,+3.866918e+188,-2.951918e+187,Euler
+2.899062e+03,+3.774181e+188,-1.510020e+188,Euler
+2.899376e+03,+3.299794e+188,-2.695714e+188,Euler
+2.899690e+03,+2.452911e+188,-3.732375e+188,Euler
+2.900004e+03,+1.280350e+188,-4.502979e+188,Euler
+2.900318e+03,-1.343021e+187,-4.905213e+188,Euler
+2.900632e+03,-1.675320e+188,-4.863021e+188,Euler
+2.900947e+03,-3.203083e+188,-4.336703e+188,Euler
+2.901261e+03,-4.565499e+188,-3.330425e+188,Euler
+2.901575e+03,-5.611783e+188,-1.896131e+188,Euler
+2.901889e+03,-6.207470e+188,-1.331378e+187,Euler
+2.902203e+03,-6.249297e+188,+1.816996e+188,Euler
+2.902517e+03,-5.678470e+188,+3.780271e+188,Euler
+2.902832e+03,-4.490863e+188,+5.564215e+188,Euler
+2.903146e+03,-2.742813e+188,+6.975061e+188,Euler
+2.903460e+03,-5.515334e+187,+7.836741e+188,Euler
+2.903774e+03,+1.910452e+188,+8.010011e+188,Euler
+2.904088e+03,+4.426871e+188,+7.409825e+188,Euler
+2.904402e+03,+6.754736e+188,+6.019082e+188,Euler
+2.904717e+03,+8.645686e+188,+3.897019e+188,Euler
+2.905031e+03,+9.869971e+188,+1.180897e+188,Euler
+2.905345e+03,+1.024096e+189,-1.919846e+188,Euler
+2.905659e+03,+9.637823e+188,-5.137138e+188,Euler
+2.905973e+03,+8.023944e+188,-8.164950e+188,Euler
+2.906287e+03,+5.458849e+188,-1.068575e+189,Euler
+2.906602e+03,+2.101823e+188,-1.240069e+189,Euler
+2.906916e+03,-1.793970e+188,-1.306100e+189,Euler
+2.907230e+03,-5.897205e+188,-1.249741e+189,Euler
+2.907544e+03,-9.823382e+188,-1.064475e+189,Euler
+2.907858e+03,-1.316753e+189,-7.558641e+188,Euler
+2.908172e+03,-1.554214e+189,-3.421940e+188,Euler
+2.908486e+03,-1.661718e+189,+1.460768e+188,Euler
+2.908801e+03,-1.615827e+189,+6.681209e+188,Euler
+2.909115e+03,-1.405930e+189,+1.175748e+189,Euler
+2.909429e+03,-1.036558e+189,+1.617434e+189,Euler
+2.909743e+03,-5.284263e+188,+1.943078e+189,Euler
+2.910057e+03,+8.200972e+187,+2.109088e+189,Euler
+2.910371e+03,+7.445993e+188,+2.083324e+189,Euler
+2.910686e+03,+1.399095e+189,+1.849401e+189,Euler
+2.911000e+03,+1.980101e+189,+1.409863e+189,Euler
+2.911314e+03,+2.423023e+189,+7.877954e+188,Euler
+2.911628e+03,+2.670516e+189,+2.658039e+187,Euler
+2.911942e+03,+2.678866e+189,-8.123870e+188,Euler
+2.912256e+03,+2.423648e+189,-1.653978e+189,Euler
+2.912571e+03,+1.904035e+189,-2.415389e+189,Euler
+2.912885e+03,+1.145218e+189,-3.013559e+189,Euler
+2.913199e+03,+1.984807e+188,-3.373340e+189,Euler
+2.913513e+03,-8.612853e+188,-3.435695e+189,Euler
+2.913827e+03,-1.940641e+189,-3.165114e+189,Euler
+2.914141e+03,-2.934991e+189,-2.555444e+189,Euler
+2.914456e+03,-3.737807e+189,-1.633389e+189,Euler
+2.914770e+03,-4.250951e+189,-4.591226e+188,Euler
+2.915084e+03,-4.395189e+189,+8.763531e+188,Euler
+2.915398e+03,-4.119874e+189,+2.257142e+189,Euler
+2.915712e+03,-3.410772e+189,+3.551439e+189,Euler
+2.916026e+03,-2.295055e+189,+4.622965e+189,Euler
+2.916340e+03,-8.427075e+188,+5.343978e+189,Euler
+2.916655e+03,+8.361526e+188,+5.608722e+189,Euler
+2.916969e+03,+2.598185e+189,+5.346037e+189,Euler
+2.917283e+03,+4.277692e+189,+4.529793e+189,Euler
+2.917597e+03,+5.700768e+189,+3.185917e+189,Euler
+2.917911e+03,+6.701653e+189,+1.394968e+189,Euler
+2.918225e+03,+7.139895e+189,-7.104189e+188,Euler
+2.918540e+03,+6.916711e+189,-2.953483e+189,Euler
+2.918854e+03,+5.988847e+189,-5.126432e+189,Euler
+2.919168e+03,+4.378330e+189,-7.007884e+189,Euler
+2.919482e+03,+2.176739e+189,-8.383377e+189,Euler
+2.919796e+03,-4.569766e+188,-9.067219e+189,Euler
+2.920110e+03,-3.305528e+189,-8.923656e+189,Euler
+2.920425e+03,-6.108977e+189,-7.885194e+189,Euler
+2.920739e+03,-8.586183e+189,-5.966002e+189,Euler
+2.921053e+03,-1.046046e+190,-3.268573e+189,Euler
+2.921367e+03,-1.148731e+190,+1.767679e+187,Euler
+2.921681e+03,-1.148176e+190,+3.626522e+189,Euler
+2.921995e+03,-1.034245e+190,+7.233622e+189,Euler
+2.922309e+03,-8.069943e+189,+1.048280e+190,Euler
+2.922624e+03,-4.776674e+189,+1.301805e+190,Euler
+2.922938e+03,-6.869339e+188,+1.451868e+190,Euler
+2.923252e+03,+3.874245e+189,+1.473449e+190,Euler
+2.923566e+03,+8.503221e+189,+1.351736e+190,Euler
+2.923880e+03,+1.274983e+190,+1.084599e+190,Euler
+2.924194e+03,+1.615719e+190,+6.840518e+189,Euler
+2.924509e+03,+1.830621e+190,+1.764586e+189,Euler
+2.924823e+03,+1.886057e+190,-3.986479e+189,Euler
+2.925137e+03,+1.760818e+190,-9.911701e+189,Euler
+2.925451e+03,+1.449433e+190,-1.544347e+190,Euler
+2.925765e+03,+9.642616e+189,-1.999700e+190,Euler
+2.926079e+03,+3.360373e+189,-2.302632e+190,Euler
+2.926394e+03,-3.873558e+189,-2.408201e+190,Euler
+2.926708e+03,-1.143914e+190,-2.286510e+190,Euler
+2.927022e+03,-1.862243e+190,-1.927138e+190,Euler
+2.927336e+03,-2.467671e+190,-1.342097e+190,Euler
+2.927650e+03,-2.889303e+190,-5.668558e+189,Euler
+2.927964e+03,-3.067386e+190,+3.408456e+189,Euler
+2.928279e+03,-2.960306e+190,+1.304493e+190,Euler
+2.928593e+03,-2.550488e+190,+2.234501e+190,Euler
+2.928907e+03,-1.848499e+190,+3.035761e+190,Euler
+2.929221e+03,-8.947862e+189,+3.616483e+190,Euler
+2.929535e+03,+2.413655e+189,+3.897589e+190,Euler
+2.929849e+03,+1.465829e+190,+3.821762e+190,Euler
+2.930163e+03,+2.666471e+190,+3.361258e+190,Euler
+2.930478e+03,+3.722441e+190,+2.523561e+190,Euler
+2.930792e+03,+4.515241e+190,+1.354122e+190,Euler
+2.931106e+03,+4.940651e+190,-6.438313e+188,Euler
+2.931420e+03,+4.920425e+190,-1.616535e+190,Euler
+2.931734e+03,+4.412575e+190,-3.162332e+190,Euler
+2.932048e+03,+3.419100e+190,-4.548583e+190,Euler
+2.932363e+03,+1.990120e+190,-5.622725e+190,Euler
+2.932677e+03,+2.236891e+189,-6.247940e+190,Euler
+2.932991e+03,-1.739159e+190,-6.318214e+190,Euler
+2.933305e+03,-3.724084e+190,-5.771841e+190,Euler
+2.933619e+03,-5.537362e+190,-4.601885e+190,Euler
+2.933933e+03,-6.983086e+190,-2.862272e+190,Euler
+2.934248e+03,-7.882296e+190,-6.684703e+189,Euler
+2.934562e+03,-8.092302e+190,+1.807826e+190,Euler
+2.934876e+03,-7.524356e+190,+4.350097e+190,Euler
+2.935190e+03,-6.157733e+190,+6.713944e+190,Euler
+2.935504e+03,-4.048485e+190,+8.648453e+190,Euler
+2.935818e+03,-1.331494e+190,+9.920322e+190,Euler
+2.936132e+03,+1.785067e+190,+1.033862e+191,Euler
+2.936447e+03,+5.033041e+190,+9.777828e+190,Euler
+2.936761e+03,+8.104836e+190,+8.196651e+190,Euler
+2.937075e+03,+1.067989e+191,+5.650442e+190,Euler
+2.937389e+03,+1.245503e+191,+2.295255e+190,Euler
+2.937703e+03,+1.317610e+191,-1.617608e+190,Euler
+2.938017e+03,+1.266792e+191,-5.757003e+190,Euler
+2.938332e+03,+1.085930e+191,-9.736747e+190,Euler
+2.938646e+03,+7.800413e+190,-1.314830e+191,Euler
+2.938960e+03,+3.669754e+190,-1.559887e+191,Euler
+2.939274e+03,-1.230776e+190,-1.675176e+191,Euler
+2.939588e+03,-6.493495e+190,-1.636510e+191,Euler
+2.939902e+03,-1.163474e+191,-1.432511e+191,Euler
+2.940217e+03,-1.613511e+191,-1.066994e+191,Euler
+2.940531e+03,-1.948717e+191,-5.600950e+190,Euler
+2.940845e+03,-2.124676e+191,+5.211244e+189,Euler
+2.941159e+03,-2.108304e+191,+7.195990e+190,Euler
+2.941473e+03,-1.882236e+191,+1.381942e+191,Euler
+2.941787e+03,-1.448086e+191,+1.973264e+191,Euler
+2.942102e+03,-8.281663e+190,+2.428194e+191,Euler
+2.942416e+03,-6.532684e+189,+2.688370e+191,Euler
+2.942730e+03,+7.792494e+190,+2.708893e+191,Euler
+2.943044e+03,+1.630273e+191,+2.464084e+191,Euler
+2.943358e+03,+2.404388e+191,+1.951919e+191,Euler
+2.943672e+03,+3.017601e+191,+1.196558e+191,Euler
+2.943986e+03,+3.393511e+191,+2.485506e+190,Euler
+2.944301e+03,+3.471596e+191,-8.175524e+190,Euler
+2.944615e+03,+3.214754e+191,-1.908186e+191,Euler
+2.944929e+03,+2.615280e+191,-2.918131e+191,Euler
+2.945243e+03,+1.698522e+191,-3.739745e+191,Euler
+2.945557e+03,+5.236461e+190,-4.273352e+191,Euler
+2.945871e+03,-8.188670e+190,-4.437860e+191,Euler
+2.946186e+03,-2.213062e+191,-4.180605e+191,Euler
+2.946500e+03,-3.526438e+191,-3.485352e+191,Euler
+2.946814e+03,-4.621393e+191,-2.377488e+191,Euler
+2.947128e+03,-5.368303e+191,-9.256349e+190,Euler
+2.947442e+03,-5.659100e+191,+7.608673e+190,Euler
+2.947756e+03,-5.420067e+191,+2.538726e+191,Euler
+2.948071e+03,-4.622502e+191,+4.241490e+191,Euler
+2.948385e+03,-3.289999e+191,+5.693692e+191,Euler
+2.948699e+03,-1.501273e+191,+6.727276e+191,Euler
+2.949013e+03,+6.121633e+190,+7.198914e+191,Euler
+2.949327e+03,+2.873769e+191,+7.006598e+191,Euler
+2.949641e+03,+5.074957e+191,+6.103776e+191,Euler
+2.949956e+03,+6.992514e+191,+4.509432e+191,Euler
+2.950270e+03,+8.409194e+191,+2.312669e+191,Euler
+2.950584e+03,+9.135741e+191,-3.291576e+190,Euler
+2.950898e+03,+9.032333e+191,-3.199235e+191,Euler
+2.951212e+03,+8.027263e+191,-6.036826e+191,Euler
+2.951526e+03,+6.130738e+191,-8.558665e+191,Euler
+2.951840e+03,+3.441954e+191,-1.048469e+192,Euler
+2.952155e+03,+1.480908e+190,-1.156602e+192,Euler
+2.952469e+03,-3.485480e+191,-1.161254e+192,Euler
+2.952783e+03,-7.133667e+191,-1.051754e+192,Euler
+2.953097e+03,-1.043785e+192,-8.276436e+191,Euler
+2.953411e+03,-1.303797e+192,-4.997289e+191,Euler
+2.953725e+03,-1.460791e+192,-9.012895e+190,Euler
+2.954040e+03,-1.489106e+192,+3.687922e+191,Euler
+2.954354e+03,-1.373247e+192,+8.366088e+191,Euler
+2.954668e+03,-1.110418e+192,+1.268027e+192,Euler
+2.954982e+03,-7.120560e+191,+1.616875e+192,Euler
+2.955296e+03,-2.040997e+191,+1.840574e+192,Euler
+2.955610e+03,+3.741338e+191,+1.904694e+192,Euler
+2.955925e+03,+9.725110e+191,+1.787156e+192,Euler
+2.956239e+03,+1.533963e+192,+1.481633e+192,Euler
+2.956553e+03,+1.999432e+192,+9.997244e+191,Euler
+2.956867e+03,+2.313504e+192,+3.715845e+191,Euler
+2.957181e+03,+2.430241e+192,-3.552243e+191,Euler
+2.957495e+03,+2.318644e+192,-1.118707e+192,Euler
+2.957809e+03,+1.967192e+192,-1.847130e+192,Euler
+2.958124e+03,+1.386899e+192,-2.465142e+192,Euler
+2.958438e+03,+6.124514e+191,-2.900849e+192,Euler
+2.958752e+03,-2.988772e+191,-3.093256e+192,Euler
+2.959066e+03,-1.270652e+192,-2.999361e+192,Euler
+2.959380e+03,-2.212929e+192,-2.600174e+192,Euler
+2.959694e+03,-3.029798e+192,-1.904962e+192,Euler
+2.960009e+03,-3.628260e+192,-9.531226e+191,Euler
+2.960323e+03,-3.927692e+192,+1.867288e+191,Euler
+2.960637e+03,-3.869029e+192,+1.420650e+192,Euler
+2.960951e+03,-3.422719e+192,+2.636141e+192,Euler
+2.961265e+03,-2.594551e+192,+3.711420e+192,Euler
+2.961579e+03,-1.428574e+192,+4.526522e+192,Euler
+2.961894e+03,-6.525142e+189,+4.975322e+192,Euler
+2.962208e+03,+1.556518e+192,+4.977372e+192,Euler
+2.962522e+03,+3.120206e+192,+4.488377e+192,Euler
+2.962836e+03,+4.530271e+192,+3.508136e+192,Euler
+2.963150e+03,+5.632384e+192,+2.084909e+192,Euler
+2.963464e+03,+6.287378e+192,+3.154432e+191,Euler
+2.963779e+03,+6.386477e+192,-1.659795e+192,Euler
+2.964093e+03,+5.865037e+192,-3.666166e+192,Euler
+2.964407e+03,+4.713277e+192,-5.508722e+192,Euler
+2.964721e+03,+2.982661e+192,-6.989441e+192,Euler
+2.965035e+03,+7.868637e+191,-7.926472e+192,Euler
+2.965349e+03,-1.703311e+192,-8.173673e+192,Euler
+2.965663e+03,-4.271146e+192,-7.638562e+192,Euler
+2.965978e+03,-6.670871e+192,-6.296742e+192,Euler
+2.966292e+03,-8.649051e+192,-4.201026e+192,Euler
+2.966606e+03,-9.968842e+192,-1.483846e+192,Euler
+2.966920e+03,-1.043501e+193,+1.647958e+192,Euler
+2.967234e+03,-9.917285e+192,+4.926211e+192,Euler
+2.967548e+03,-8.369670e+192,+8.041818e+192,Euler
+2.967863e+03,-5.843258e+192,+1.067123e+193,Euler
+2.968177e+03,-2.490793e+192,+1.250694e+193,Euler
+2.968491e+03,+1.438378e+192,+1.328945e+193,Euler
+2.968805e+03,+5.613381e+192,+1.283757e+193,Euler
+2.969119e+03,+9.646422e+192,+1.107407e+193,Euler
+2.969433e+03,+1.312544e+193,+8.043558e+192,Euler
+2.969748e+03,+1.565240e+193,+3.920079e+192,Euler
+2.970062e+03,+1.688393e+193,-9.972687e+191,Euler
+2.970376e+03,+1.657063e+193,-6.301512e+192,Euler
+2.970690e+03,+1.459095e+193,-1.150733e+193,Euler
+2.971004e+03,+1.097582e+193,-1.609121e+193,Euler
+2.971318e+03,+5.920614e+192,-1.953937e+193,Euler
+2.971632e+03,-2.178587e+191,-2.139938e+193,Euler
+2.971947e+03,-6.940673e+192,-2.133094e+193,Euler
+2.972261e+03,-1.364199e+193,-1.915046e+193,Euler
+2.972575e+03,-1.965828e+193,-1.486471e+193,Euler
+2.972889e+03,-2.432817e+193,-8.688876e+192,Euler
+2.973203e+03,-2.705786e+193,-1.045957e+192,Euler
+2.973517e+03,-2.738645e+193,+7.454519e+192,Euler
+2.973832e+03,-2.504455e+193,+1.605823e+193,Euler
+2.974146e+03,-1.999971e+193,+2.392620e+193,Euler
+2.974460e+03,-1.248307e+193,+3.020930e+193,Euler
+2.974774e+03,-2.992537e+192,+3.413097e+193,Euler
+2.975088e+03,+7.730023e+192,+3.507110e+193,Euler
+2.975402e+03,+1.874794e+193,+3.264264e+193,Euler
+2.975717e+03,+2.900292e+193,+2.675281e+193,Euler
+2.976031e+03,+3.740757e+193,+1.764127e+193,Euler
+2.976345e+03,+4.294974e+193,+5.889336e+192,Euler
+2.976659e+03,+4.479992e+193,-7.603721e+192,Euler
+2.976973e+03,+4.241115e+193,-2.167803e+193,Euler
+2.977287e+03,+3.560079e+193,-3.500189e+193,Euler
+2.977602e+03,+2.460462e+193,-4.618620e+193,Euler
+2.977916e+03,+1.009480e+193,-5.391598e+193,Euler
+2.978230e+03,-6.843404e+192,-5.708735e+193,Euler
+2.978544e+03,-2.477792e+193,-5.493743e+193,Euler
+2.978858e+03,-4.203703e+193,-4.715322e+193,Euler
+2.979172e+03,-5.685065e+193,-3.394690e+193,Euler
+2.979486e+03,-6.751538e+193,-1.608674e+193,Euler
+2.979801e+03,-7.256918e+193,+5.123844e+192,Euler
+2.980115e+03,-7.095947e+193,+2.792212e+193,Euler
+2.980429e+03,-6.218748e+193,+5.021470e+193,Euler
+2.980743e+03,-4.641207e+193,+6.975147e+193,Euler
+2.981057e+03,-2.449900e+193,+8.433225e+193,Euler
+2.981371e+03,+1.994763e+192,+9.202884e+193,Euler
+2.981686e+03,+3.090648e+193,+9.140217e+193,Euler
+2.982000e+03,+5.962131e+193,+8.169261e+193,Euler
+2.982314e+03,+8.528580e+193,+6.296202e+193,Euler
+2.982628e+03,+1.050659e+194,+3.616870e+193,Euler
+2.982942e+03,+1.164286e+194,+3.161270e+192,Euler
+2.983256e+03,+1.174218e+194,-3.341587e+193,Euler
+2.983571e+03,+1.069239e+194,-7.030501e+193,Euler
+2.983885e+03,+8.483691e+193,-1.038961e+194,Euler
+2.984199e+03,+5.219697e+193,-1.305484e+194,Euler
+2.984513e+03,+1.118398e+193,-1.469466e+194,Euler
+2.984827e+03,-3.498066e+193,-1.504601e+194,Euler
+2.985141e+03,-8.224911e+193,-1.394706e+194,Euler
+2.985455e+03,-1.260651e+194,-1.136313e+194,Euler
+2.985770e+03,-1.617634e+194,-7.402681e+193,Euler
+2.986084e+03,-1.850196e+194,-2.320732e+193,Euler
+2.986398e+03,-1.923104e+194,+3.491831e+193,Euler
+2.986712e+03,-1.813405e+194,+9.533442e+193,Euler
+2.987026e+03,-1.513903e+194,+1.523042e+194,Euler
+2.987340e+03,-1.035426e+194,+1.998649e+194,Euler
+2.987655e+03,-4.075314e+193,+2.323938e+194,Euler
+2.987969e+03,+3.225551e+193,+2.451967e+194,Euler
+2.988283e+03,+1.092863e+194,+2.350634e+194,Euler
+2.988597e+03,+1.831337e+194,+2.007301e+194,Euler
+2.988911e+03,+2.461949e+194,+1.431969e+194,Euler
+2.989225e+03,+2.911815e+194,+6.585251e+193,Euler
+2.989540e+03,+3.118697e+194,-2.562486e+193,Euler
+2.989854e+03,+3.038194e+194,-1.236016e+194,Euler
+2.990168e+03,+2.649888e+194,-2.190493e+194,Euler
+2.990482e+03,+1.961724e+194,-3.022980e+194,Euler
+2.990796e+03,+1.012027e+194,-3.639274e+194,Euler
+2.991110e+03,-1.312842e+193,-3.957212e+194,Euler
+2.991425e+03,-1.374479e+194,-3.915967e+194,Euler
+2.991739e+03,-2.604716e+194,-3.484162e+194,Euler
+2.992053e+03,-3.699298e+194,-2.665866e+194,Euler
+2.992367e+03,-4.536805e+194,-1.503698e+194,Euler
+2.992681e+03,-5.009205e+194,-7.841834e+192,Euler
+2.992995e+03,-5.033841e+194,+1.495270e+194,Euler
+2.993309e+03,-4.564088e+194,+3.076698e+194,Euler
+2.993624e+03,-3.597515e+194,+4.510548e+194,Euler
+2.993938e+03,-2.180485e+194,+5.640741e+194,Euler
+2.994252e+03,-4.083935e+193,+6.325760e+194,Euler
+2.994566e+03,+1.578903e+194,+6.454061e+194,Euler
+2.994880e+03,+3.606506e+194,+5.958034e+194,Euler
+2.995194e+03,+5.478277e+194,+4.825017e+194,Euler
+2.995509e+03,+6.994101e+194,+3.103965e+194,Euler
+2.995823e+03,+7.969241e+194,+9.067036e+193,Euler
+2.996137e+03,+8.254090e+194,-1.596907e+194,Euler
+2.996451e+03,+7.752407e+194,-4.190006e+194,Euler
+2.996765e+03,+6.436078e+194,-6.625496e+194,Euler
+2.997079e+03,+4.354616e+194,-8.647450e+194,Euler
+2.997394e+03,+1.637940e+194,-1.001549e+195,Euler
+2.997708e+03,-1.508520e+194,-1.053007e+195,Euler
+2.998022e+03,-4.816638e+194,-1.005615e+195,Euler
+2.998336e+03,-7.975871e+194,-8.542960e+194,Euler
+2.998650e+03,-1.065972e+195,-6.037266e+194,Euler
+2.998964e+03,-1.255638e+195,-2.688416e+194,Euler
+2.999279e+03,-1.340098e+195,+1.256289e+194,Euler
+2.999593e+03,-1.300630e+195,+5.466329e+194,Euler
+2.999907e+03,-1.128900e+195,+9.552379e+194,Euler
+3.000221e+03,-8.288034e+194,+1.309892e+195,Euler
+3.000535e+03,-4.172886e+194,+1.570269e+195,Euler
+3.000849e+03,+7.602584e+193,+1.701364e+195,Euler
+3.001163e+03,+6.105250e+194,+1.677479e+195,Euler
+3.001478e+03,+1.137521e+195,+1.485677e+195,Euler
+3.001792e+03,+1.604260e+195,+1.128315e+195,Euler
+3.002106e+03,+1.958731e+195,+6.243216e+194,Euler
+3.002420e+03,+2.154867e+195,+8.968200e+192,Euler
+3.002734e+03,+2.157684e+195,-6.680032e+194,Euler
+3.003048e+03,+1.947825e+195,-1.345860e+195,Euler
+3.003363e+03,+1.525011e+195,-1.957787e+195,Euler
+3.003677e+03,+9.099538e+194,-2.436883e+195,Euler
+3.003991e+03,+1.443843e+194,-2.722754e+195,Euler
+3.004305e+03,-7.109940e+194,-2.768113e+195,Euler
+3.004619e+03,-1.580622e+195,-2.544748e+195,Euler
+3.004933e+03,-2.380079e+195,-2.048181e+195,Euler
+3.005248e+03,-3.023534e+195,-1.300457e+195,Euler
+3.005562e+03,-3.432084e+195,-3.505860e+194,Euler
+3.005876e+03,-3.542224e+195,+7.276351e+194,Euler
+3.006190e+03,-3.313631e+195,+1.840458e+195,Euler
+3.006504e+03,-2.735434e+195,+2.881465e+195,Euler
+3.006818e+03,-1.830195e+195,+3.740827e+195,Euler
+3.007132e+03,-6.549793e+194,+4.315800e+195,Euler
+3.007447e+03,+7.008693e+194,+4.521568e+195,Euler
+3.007761e+03,+2.121362e+195,+4.301383e+195,Euler
+3.008075e+03,+3.472681e+195,+3.634938e+195,Euler
+3.008389e+03,+4.614631e+195,+2.543963e+195,Euler
+3.008703e+03,+5.413840e+195,+1.094234e+195,Euler
+3.009017e+03,+5.757604e+195,-6.065740e+194,Euler
+3.009332e+03,+5.567043e+195,-2.415379e+195,Euler
+3.009646e+03,+4.808229e+195,-4.164317e+195,Euler
+3.009960e+03,+3.499971e+195,-5.674867e+195,Euler
+3.010274e+03,+1.717159e+195,-6.774415e+195,Euler
+3.010588e+03,-4.110864e+194,-7.313876e+195,Euler
+3.010902e+03,-2.708808e+195,-7.184729e+195,Euler
+3.011217e+03,-4.965958e+195,-6.333732e+195,Euler
