x,y
0.740416,0.114754
0.285343,0.539437
-0.202845,0.58285
0.378195,0.379603
0.572476,0.136432
0.0674516,0.282639
0.628035,0.098625
-0.107996,0.238715
-0.0866593,0.118227
-0.773121,0.226145
0.643729,0.300255
0.217937,0.165649
0.388351,0.434682
0.0407988,0.743564
0.0257382,0.210956
0.543466,0.144233
0.122625,0.721738
0.71096,0.264503
-0.336035,0.578831
0.512243,0.305464
-0.00192275,0.354652
1.18136,0.00654894
0.112322,0.498183
-0.097204,0.191408
-0.330206,0.198827
0.558031,0.033458
-0.285382,0.20877
0.0464355,0.511182
-0.783495,0.150373
-0.0122555,0.138221
-0.578775,0.315717
-0.0600771,0.320457
0.394954,0.0171605
-0.226416,0.0453824
0.0493147,0.0208361
-0.486722,0.0200284
-0.248533,0.309753
-0.627227,0.17648
0.674084,0.0142804
-0.149262,0.461744
0.00714154,0.605149
-0.493282,0.162493
-0.787788,0.204541
-0.104146,0.692881
-0.480109,0.128033
0.424196,0.552741
0.98054,0.116393
-0.52401,0.327637
-0.298958,0.0811539
0.316596,0.527871
-0.611656,0.323132
-0.368799,0.415959
0.735873,0.0138166
-0.866644,0.0979667
0.619499,0.0561294
0.548649,0.113401
0.163045,0.364089
0.00942208,0.0595923
0.114279,0.0281431
0.888515,0.01282
-0.260344,0.69077
0.565935,0.267656
-0.0777224,0.217393
-0.163579,0.144465
0.231567,0.0445084
0.135381,0.768769
-0.343341,0.347067
0.217697,0.595832
0.00375313,0.104725
0.225219,0.687509
-0.219292,0.485927
-0.293863,0.064221
0.219546,0.716754
0.717715,0.0489515
0.409732,0.557273
-0.0912382,0.0311598
-0.352258,0.108212
-0.804016,0.0654841
-0.196866,0.674213
-0.341305,0.524305
0.215634,0.0212811
0.215956,0.653092
-0.350702,0.0680631
0.301267,0.180634
-0.9565,0.122175
0.0834869,0.697794
-0.65946,0.325857
1.10635,0.0298664
0.112604,0.568646
-0.720981,0.124355
0.26703,0.540487
-0.215412,0.440912
0.79825,0.123034
1.71909,0.00156915
0.674368,0.159785
-0.301964,0.555939
0.813835,0.03001
0.0352282,0.153874
0.977301,0.0165621
-0.937271,0.00726497
0.664078,0.284438
-0.142832,0.671666
0.313924,0.602636
-0.42773,0.0992239
0.449154,0.258229
0.217323,0.341612
-0.30246,0.522026
0.237198,0.173581
-0.224026,0.285496
0.516166,0.137061
0.0698872,0.567184
0.0340917,0.296285
-0.371411,0.179157
0.57557,0.110718
0.715142,0.0368008
0.475025,0.185998
-0.252197,0.275483
0.462649,0.227954
-0.0468616,0.118999
0.013119,0.288918
-0.374316,0.361083
0.345947,0.267483
0.121534,0.334612
-0.740116,0.0614331
-0.795755,0.0504905
0.225383,0.119722
-0.0930858,0.683354
0.0223929,0.661638
-1.34865,0.00776287
-1.18091,0.0286487
0.506686,0.379827
-0.771542,0.0203696
-0.0582358,0.559844
0.0433215,0.371525
1.50146,0.000388039
-1.4064,0.00617514
0.105508,0.282605
-0.0137991,0.507088
-0.135991,0.681792
0.0342677,0.0750571
-0.201773,0.502891
-0.662659,0.283634
-0.466862,0.328483
-0.922387,0.0617515
0.452179,0.438849
-0.173233,0.672247
0.438228,0.359464
0.197175,0.6766
0.234582,0.136704
0.275661,0.187531
-0.538476,0.156546
0.581699,0.243628
0.803842,0.127149
0.097707,0.441087
0.197101,0.189549
0.327417,0.364914
0.561058,0.361173
0.599129,0.199601
0.46614,0.343246
0.186376,0.576689
-0.314263,0.519447
-0.217291,0.442819
0.418252,0.160541
1.01599,0.0945083
0.452638,0.336902
-0.717552,0.0792904
0.198889,0.268675
-0.629387,0.247876
0.687177,0.0222777
0.323728,0.56609
-0.251194,0.183278
-0.581873,0.34582
-0.240629,0.399988
0.275507,0.39147
-0.216655,0.134468
-1.45234,0.00676759
0.156117,0.528023
0.268199,0.634441
0.00932542,0.697556
0.138164,0.536188
-0.468508,0.402769
0.192478,0.273475
-0.516765,0.20383
0.0208491,0.708456
0.177737,0.543523
0.141028,0.689073
0.8321,0.0968132
0.00970644,0.769552
0.190926,0.677185
0.39921,0.102854
-0.0276593,0.474639
-0.0580935,0.438025
-0.284312,0.63163
0.394462,0.454754
1.10558,0.00754539
0.64418,0.115734
-0.0381554,0.280273
0.686,0.145526
0.562495,0.380236
0.116007,0.231029
0.345799,0.437142
0.117887,0.462489
0.212495,0.452841
-0.42246,0.301243
-0.752075,0.219782
-0.386455,0.538967
0.648416,0.137431
0.110797,0.0259475
-0.626981,0.0823681
-0.187082,0.538137
0.650723,0.242779
0.541739,0.287787
-0.836037,0.0460548
0.0477741,0.427535
-0.293471,0.130666
0.233178,0.582656
-0.181546,0.00306098
-0.412005,0.0421504
-0.159801,0.696304
-0.119641,0.704184
-0.694746,0.146931
-0.0108583,0.438369
-1.14791,0.0561564
-0.483493,0.095188
0.215015,0.0888471
0.694627,0.261428
0.521146,0.406525
-0.10728,0.293887
-0.0668359,0.694455
0.313392,0.358391
0.253681,0.319295
0.454682,0.52016
0.124457,0.440179
0.572869,0.23432
-1.44344,0.00228813
-0.0319398,0.741497
-0.0836796,0.636378
-0.585158,0.197127
0.0785013,0.135338
-0.349349,0.172459
-0.139339,0.353136
0.502082,0.144454
0.90968,0.0897657
0.329252,0.460958
-0.824224,0.114819
-0.0417662,0.0725005
0.331475,0.250319
-0.567175,0.0213949
-0.133015,0.523896
0.761349,0.0472069
0.111475,0.546961
0.995797,0.0862417
-0.555166,0.374419
-0.0994648,0.385838
-0.539393,0.126948
-0.254292,0.242672
-0.176113,0.198738
-0.34731,0.377399
0.129964,0.222403
-0.881596,0.154417
0.0940995,0.513429
0.182351,0.724717
0.892442,0.0892555
0.141686,0.533024
-0.620796,0.364394
0.21784,0.530256
0.277978,0.196203
-0.612974,0.344937
0.0794368,0.421295
0.197195,0.565229
-0.375329,0.12237
-0.212073,0.491868
0.0467999,0.753786
0.239797,0.530357
-1.01826,0.0399767
0.0738033,0.734335
-0.0101472,0.488894
-0.781213,0.227057
-0.524107,0.269587
-0.851563,0.179609
0.150052,0.300503
-0.496346,0.259325
-0.330089,0.493458
0.0301249,0.283788
-0.876913,0.10597
0.159794,0.48407
-0.370296,0.424325
-0.100817,0.422863
0.220136,0.498631
0.24662,0.0201582
-0.49693,0.150781
-0.265191,0.265531
-0.10113,0.0191442
0.647084,0.167478
-0.382541,0.532845
-0.349347,0.143813
-0.107974,0.0221563
0.506994,0.250057
-0.590268,0.377682
-0.177819,0.399273
0.241667,0.346421
0.135632,0.707457
0.0314392,0.46063
0.503163,0.24594
0.457658,0.261028
-0.434239,0.546647
-0.810878,0.0906433
-0.192712,0.730626
0.0174326,0.657733
-0.00639769,0.724148
-0.33891,0.0528737
0.208097,0.524996
-0.118453,0.666045
0.701426,0.203433
0.0300784,0.27691
0.361816,0.577835
-0.0983003,0.290031
-0.626049,0.0605423
-0.162769,0.108652
-0.726488,0.0192002
-0.328412,0.353548
-0.626719,0.0765517
-0.354599,0.392419
-0.74336,0.123761
-0.104731,0.00238578
-0.291315,0.229003
0.328832,0.567938
0.252062,0.628906
-0.498152,0.295967
0.0489863,0.0535948
-0.485659,0.130628
1.15076,0.0480312
-0.0133668,0.206415
-0.49042,0.0455634
-0.861926,0.0787659
-0.904019,0.0966137
-0.713183,0.0338629
-0.187324,0.457079
-0.332174,0.156935
0.220768,0.575412
0.378085,0.0132868
-0.470758,0.156612
0.327231,0.579001
-0.057053,0.406949
0.245542,0.341332
-0.425482,0.173032
-0.31521,0.24275
0.108368,0.42353
-0.559801,0.257851
0.952039,0.095651
0.238036,0.224984
0.76932,0.170966
0.615133,0.18529
0.0650853,0.429444
-0.300895,0.538806
0.698889,0.152795
-0.210683,0.393521
0.0120296,0.076573
0.0851024,0.314174
-0.37143,0.278703
-0.50547,0.0840203
0.230394,0.313842
0.253839,0.630529
-0.345493,0.409953
-0.441099,0.095834
-0.0237263,0.0155749
-0.0800316,0.171215
0.414181,0.251717
-0.239158,0.399036
0.370753,0.295209
0.0012197,0.0210203
0.260573,0.134846
-0.287998,0.65314
-0.277448,0.18553
-0.135218,0.335587
-0.657732,0.0299218
1.23953,0.0271303
-0.447505,0.497311
0.327648,0.514581
-0.235055,0.178043
0.255482,0.625738
0.0136486,0.622352
0.376666,0.16586
-0.385206,0.581373
-0.958245,0.00991188
-5.33151e-05,0.0712938
0.514768,0.324959
-0.536262,0.347992
0.786492,0.149072
0.430514,0.017586
-0.274927,0.672391
-1.05778,0.0697633
-0.242945,0.172085
0.0676795,0.202714
0.539755,0.116972
-0.448122,0.507898
-0.85682,0.102352
-0.143936,0.755165
-0.392073,0.5523
1.21899,0.00831777
-0.532103,0.199875
-0.564974,0.342672
-0.705852,0.158997
-0.217662,0.124508
0.090997,0.224158
-0.163512,0.037786
0.618971,0.275167
-0.0780327,0.341158
0.630627,0.199002
-0.0940559,0.0828975
0.224166,0.212059
-0.355539,0.44186
-0.119958,0.194181
0.207104,0.380249
0.564188,0.196156
0.250084,0.54624
0.0953941,0.373956
-0.676135,0.0402775
0.465421,0.0885563
-0.0965863,0.382961
0.36876,0.458975
-0.809661,0.0288778
0.632257,0.243445
1.10809,0.00263966
0.445017,0.268456
0.432511,0.347919
-0.239564,0.181237
0.534968,0.0130229
0.352019,0.183441
0.345162,0.100882
0.0762885,0.320961
0.454517,0.150123
-0.0169714,0.764647
0.376331,0.412303
0.209713,0.590754
0.14506,0.0123533
-0.194665,0.528276
0.13592,0.607182
-0.387497,0.22599
-0.0167188,0.305986
-0.289543,0.188202
-1.17316,0.0407656
-0.382243,0.555133
-0.0499697,0.102704
-0.936748,0.0409967
0.621292,0.192726
-0.0119455,0.21593
-0.334754,0.233864
-0.526084,0.124462
0.465134,0.429943
0.0928417,0.652992
0.686099,0.223273
-0.0499804,0.572471
0.0260455,0.589133
-0.472016,0.507048
0.261058,0.291833
1.12949,0.0552175
-0.323439,0.581563
-0.984317,0.0533829
-0.811891,0.083338
0.608152,0.188702
-0.199443,0.164827
-0.476013,0.32042
0.168494,0.375145
-0.616353,0.352015
-0.224029,0.52987
-0.464622,0.0611273
1.24648,0.0250268
0.154645,0.659723
1.10211,0.042914
-0.17934,0.700174
0.268883,0.267212
0.189984,0.464058
-0.0138839,0.467679
0.502638,0.0778755
0.382122,0.52172
-0.955804,0.0896686
-0.305478,0.384721
0.0117752,0.720368
-0.872863,0.091377
1.01978,0.0233397
-0.794697,0.0637122
-0.417115,0.0376296
-0.921931,0.0920628
0.47483,0.382281
0.491064,0.0505953
-0.276522,0.490925
0.879309,0.119183
0.3726,0.159422
0.232827,0.651747
-0.207724,0.00745251
0.0355752,0.421677
-0.673481,0.12574
0.425083,0.317721
-0.10243,0.543702
0.0247937,0.694599
-0.546528,0.056389
0.0995489,0.260845
-0.371148,0.55427
0.597683,0.0523741
-0.667144,0.0793982
-0.154576,0.396305
-0.214674,0.165854
0.0314368,0.561004
0.0105992,0.614525
0.504567,0.464703
0.73506,0.0132313
0.331679,0.557363
-0.288852,0.336316
0.0682688,0.564086
0.178665,0.562562
-0.0451563,0.703163
0.396706,0.454992
-0.465576,0.162868
-0.920116,0.141492
0.411863,0.353123
-0.252811,0.633781
0.566839,0.358782
-0.130095,0.739605
0.657844,0.104971
0.113732,0.688833
0.1014,0.481305
-0.206132,0.488611
0.746834,0.0419588
0.358614,0.571629
0.00191836,0.584973
1.66689,0.0029718
-0.65213,0.244991
0.449884,0.251764
0.0243677,0.704691
0.583967,0.0957686
-0.845209,0.112479
-0.736592,0.0242665
-0.793514,0.154085
-0.199705,0.401449
-1.00317,0.0419324
0.731057,0.0961922
0.406129,0.0531054
-0.657386,0.113742
-0.347222,0.111
-0.202794,0.119806
0.498251,0.247443
-0.338898,0.0424942
-0.34733,0.568617
-0.427771,0.543537
0.447812,0.154712
-0.391513,0.300747
0.0335592,0.0399346
-0.247017,0.396619
0.131476,0.284952
0.481832,0.0469582
0.0128881,0.250075
0.488847,0.00274704
0.161229,0.753807
0.609842,0.357644
0.49568,0.330482
0.155706,0.387711
0.168698,0.592936
-0.0543523,0.511519
-0.121757,0.258191
0.325734,0.163293
-0.178284,0.4023
-0.192851,0.424547
-0.276254,0.45172
0.0200936,0.48012
1.04635,0.0362012
-0.0453114,0.343263
-0.177693,0.308963
-0.0730775,0.247789
0.288177,0.442417
0.105298,0.136515
-0.651043,0.288889
0.30916,0.230134
-0.0162682,0.314071
0.312748,0.230676
-0.0172007,0.257763
-0.369448,0.103428
-1.12228,0.0271602
0.450496,0.402516
0.409129,0.180811
-0.747017,0.170203
-0.8265,0.0480206
-0.168143,0.626793
0.00128349,0.381393
-0.63698,0.238242
-0.283118,0.480022
0.550408,0.334504
0.0752873,0.644423
-0.424668,0.228142
-0.279555,0.330123
0.0805033,0.0420434
-1.03753,0.0704246
0.182376,0.112947
0.043185,0.643982
0.203663,0.0943796
0.408152,0.0955466
-0.545264,0.354082
-0.759442,0.164192
-0.167564,0.426897
-0.626054,0.221807
-0.594544,0.376026
0.595718,0.0136106
0.725951,0.149094
-0.639383,0.28281
0.4147,0.526851
-0.601708,0.325442
-0.326036,0.0260877
-0.363259,0.563793
-0.145016,0.654033
-0.383586,0.0783501
0.255734,0.590962
0.598305,0.162658
0.243651,0.0780428
1.34171,0.0152715
0.664799,0.284788
0.00709618,0.47703
-0.617138,0.247488
0.43829,0.0903298
-0.778369,0.190341
0.0474844,0.538653
-0.211734,0.265142
0.350274,0.623311
-0.18907,0.285455
0.164093,0.627983
-0.606159,0.0251422
0.674362,0.234572
0.577008,0.408908
1.42145,0.00254697
-0.0585327,0.479577
0.426904,0.462518
-0.355836,0.452242
0.520113,0.15734
1.03369,0.0605892
-0.447712,0.491428
-0.275294,0.381302
-0.36344,0.284319
-1.07702,0.0455082
-0.0800846,0.480582
-0.393803,0.0125131
0.205487,0.683958
0.144027,0.444243
-0.183829,0.492138
0.488869,0.157497
-0.0828804,0.301759
-0.434735,0.256082
0.883269,0.0304872
0.456528,0.00297735
0.104889,0.202316
0.738932,0.185972
-0.122434,0.632897
0.0827692,0.5018
0.00193541,0.189267
0.507173,0.386086
-0.180197,0.554809
0.0371094,0.435548
0.465829,0.442796
0.418592,0.525178
0.495189,0.209228
-0.175341,0.235535
-0.388828,0.00380343
0.447038,0.146582
-0.719316,0.21087
-0.741143,0.169053
-0.621662,0.0919498
-0.25603,0.280738
0.799894,0.192704
-0.139509,0.357587
0.887832,0.128645
0.274595,0.631121
-0.0129677,0.543361
0.446817,0.276575
0.828986,0.0419424
0.246206,0.0555099
-0.390694,0.0161466
-0.0397128,0.758758
-0.928609,0.0823112
0.678873,0.15528
-0.34921,0.0293375
-0.355413,0.598134
0.0495478,0.784834
-0.575678,0.162296
-0.69448,0.265625
-0.322074,0.190426
0.562161,0.406097
-0.324792,0.642806
0.103258,0.638065
-0.256427,0.299332
0.0911101,0.746878
-1.15485,0.0111536
-0.750077,0.229109
0.320442,0.126693
-0.0780585,0.027638
-0.110935,0.750766
-0.325638,0.154585
-0.44608,0.529174
0.102057,0.576541
0.162106,0.206206
-0.44111,0.410714
0.548587,0.129559
-0.918643,0.0231362
0.48339,0.103332
-0.15984,0.66506
0.174268,0.739223
0.70454,0.203371
-0.731156,0.0845828
-0.160352,0.113903
0.576668,0.305097
0.340218,0.120122
-0.632071,0.00118497
0.0841167,0.747031
0.507096,0.0106917
-0.0796055,0.323855
-0.329461,0.240808
-0.295119,0.644149
0.782877,0.213701
-0.338872,0.123295
0.248567,0.0459554
0.585112,0.292989
0.195631,0.486021
-1.22608,0.029116
0.118979,0.385131
-0.219213,0.0652399
0.415309,0.126702
0.158212,0.0642893
0.472883,0.327511
-0.258685,0.569753
-0.095345,0.604434
0.47004,0.122996
0.471736,0.187155
0.176883,0.737751
-0.0770696,0.486637
0.218577,0.346159
-0.319835,0.0627797
1.02254,0.058707
0.45707,0.287226
0.0657665,0.751906
-0.372659,0.586374
-0.112132,0.506713
0.19915,0.55944
0.392458,0.569736
0.122014,0.526208
-0.338877,0.33469
-0.778067,0.172133
0.1681,0.61452
0.951244,0.0626978
-0.297277,0.46728
0.826877,0.00442812
-0.383388,0.483432
0.233955,0.260955
0.487828,0.22981
-0.426953,0.0885406
0.91157,0.0508228
-0.0548687,0.0695492
0.965399,0.0332152
-0.20961,0.608123
1.70263,0.00153229
0.073614,0.692351
0.433942,0.459713
-0.205508,0.498513
-0.554334,0.429542
0.136479,0.053106
-0.251146,0.660401
-0.379835,0.518945
-0.218052,0.104959
-0.31084,0.175528
-0.895308,0.0419462
0.0287979,0.515515
0.847976,0.0805051
-0.106559,0.438711
0.0796845,0.664347
-0.197669,0.396078
-0.384675,0.325669
0.248221,0.311594
0.509878,0.301454
0.625587,0.274662
-0.319507,0.130081
-0.659607,0.293693
0.208586,0.274852
-0.509616,0.133519
-0.468702,0.150949
-0.448293,0.0868876
-0.693454,0.257278
0.000220603,0.412047
-0.493979,0.436328
0.353267,0.162011
-0.338728,0.221125
0.506716,0.0870002
0.392977,0.582183
-0.105768,0.660603
0.0986287,0.688705
0.412731,0.106288
-0.54387,0.3189
-0.568102,0.28562
0.400043,0.360519
0.415401,0.343576
-0.771986,0.0507204
-0.434909,0.0115749
0.508522,0.00489426
-1.33892,0.0074552
1.12848,0.0422572
0.445844,0.162487
-0.730368,0.266896
-0.524963,0.00653954
0.0946386,0.623484
-0.699229,0.00568758
0.801581,0.155654
0.00791003,0.423171
-0.715741,0.136764
0.171594,0.143942
0.508903,0.077344
-0.345768,0.538136
-0.405332,0.376076
-0.829352,0.194368
-0.322487,0.166975
0.030943,0.328121
-0.2035,0.146687
0.942931,0.0183693
-0.199769,0.168335
0.29147,0.588582
-0.173913,0.524522
0.900557,0.0176354
0.700321,0.156666
-0.0528702,0.482772
0.18074,0.420296
0.541871,0.394547
-0.768989,0.236001
1.00806,0.0823668
-0.11308,0.633024
-0.402909,0.100743
0.108692,0.311942
-0.536,0.0617712
-0.46611,0.290548
0.348069,0.177021
0.253633,0.682045
-0.634426,0.311643
-0.687052,0.21852
-0.545535,0.20501
0.00401149,0.781545
-0.238635,0.114444
0.446063,0.306089
-0.103694,0.30586
-0.523852,0.058815
-0.278691,0.656594
0.732681,0.0424654
-0.246858,0.0546553
0.555679,0.391405
1.31671,0.00565567
-0.808532,0.0462365
-0.236935,0.224912
0.508929,0.237558
-0.460744,0.414243
0.364839,0.0176377
-0.495225,0.250447
-0.466949,0.295232
0.532591,0.278189
0.38056,0.480758
-0.0701583,0.707662
-0.612955,0.337203
0.58344,0.0262284
1.03965,0.00486226
0.40834,0.23972
-0.114626,0.477203
0.349644,0.327306
0.0199276,0.710687
-0.301021,0.66428
-0.341164,0.377414
0.906194,0.0142833
0.194215,0.298678
0.212538,0.27757
-0.0934011,0.675778
-0.626383,0.347627
0.497275,0.345139
0.0934065,0.64498
0.499243,0.476421
-0.0760503,0.620894
0.179358,0.734959
-0.132724,0.197314
-0.756235,0.0746336
0.161778,0.57015
-0.375981,0.148414
0.112389,0.288635
0.74765,0.137642
-0.356733,0.0434865
0.0356684,0.172989
-0.270223,0.671659
-0.955044,0.0164616
-0.276844,0.535519
-0.917824,0.101107
0.448802,0.354016
0.836335,0.0515241
0.776118,0.119857
-0.425407,0.374302
0.523658,0.0139538
0.434272,0.134551
-0.0413108,0.750994
0.577759,0.349202
-0.0309518,0.26324
0.729107,0.142592
-0.312876,0.555767
0.163711,0.485563
0.62968,0.161002
0.257672,0.56518
0.941408,0.0754342
-0.910142,0.0905275
0.515658,0.157942
0.164754,0.49865
-0.569346,0.37316
0.655073,0.276822
0.0630679,0.439932
0.530209,0.406254
-0.389005,0.464953
0.500202,0.145725
0.0214304,0.319504
-0.572353,0.368204
-0.390924,0.308428
-0.754828,0.0578807
0.263657,0.189438
0.440512,0.318506
-0.875259,0.119288
-0.804473,0.153242
0.595163,0.182497
0.492739,0.0616213
-0.211854,0.578995
0.700647,0.126271
-0.561167,0.028209
-0.484786,0.310533
-0.101644,0.34941
-0.678225,0.3128
-0.128022,0.749728
-0.0683057,0.38666
-0.323058,0.569542
0.267213,0.0358543
0.0224641,0.24569
1.0648,0.0177637
0.897285,0.110935
-1.10971,0.0632997
0.15393,0.206265
0.582758,0.0931989
0.0880095,0.441947
-0.227114,0.180424
-0.447646,0.531592
0.339105,0.0552606
0.164542,0.166121
-0.494914,0.44777
0.168285,0.619187
-0.39785,0.485151
0.167798,0.703137
0.423237,0.482624
-0.0492875,0.354335
0.159889,0.0601149
0.237411,0.266182
0.374709,0.560536
0.0670603,0.490952
-0.133088,0.373627
0.297136,0.20543
0.03593,0.471182
-0.293996,0.00353403
-0.176258,0.0780427
0.516235,0.241193
0.0735614,0.608629
-0.174207,0.337572
-0.169457,0.705349
0.126908,0.347967
-0.122389,0.245449
-0.31264,0.0104646
-0.332655,0.210189
0.416271,0.241761
-0.43977,0.0187491
0.389874,0.267948
0.35381,0.225951
-0.491318,0.386529
0.815072,0.158023
-0.658725,0.154759
-0.314932,0.449639
0.444961,0.0833688
0.130868,0.448265
0.494104,0.296352
0.487666,0.479644
0.395517,0.0118018
